Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
IWP30 Smoke TestSuite,Chrome 127.0.0.0,,,2024-08-28 22:18:31,2024-08-28 23:14:21,55m - 50.353s,FAILED
,,,,,,,
Test Cases/IntegratedWeb/IWP30/Payments/PayNowSuccessfulPaymentNoCFCC,Chrome 127.0.0.0,Works in QA and QA2,,2024-08-28 22:18:31,2024-08-28 22:22:30,3m - 58.793s,PASSED
"resText = ""Fail""",Chrome 127.0.0.0,,,2024-08-28 22:18:32,2024-08-28 22:18:32,0.003s,PASSED
"resColumn = ""Result""",Chrome 127.0.0.0,,,2024-08-28 22:18:32,2024-08-28 22:18:32,0.001s,PASSED
"datCloumn = ""Date""",Chrome 127.0.0.0,,,2024-08-28 22:18:32,2024-08-28 22:18:32,0.002s,PASSED
"fileLoc = ""KatalonData/IWPTestData/VRelay30PayNowCC.xlsx""",Chrome 127.0.0.0,,,2024-08-28 22:18:32,2024-08-28 22:18:32,0.002s,PASSED
numOfRows = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 127.0.0.0,,,2024-08-28 22:18:32,2024-08-28 22:18:32,0.001s,PASSED
dataFile = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 127.0.0.0,,,2024-08-28 22:18:32,2024-08-28 22:18:32,0.001s,PASSED
nameSheet = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 127.0.0.0,,,2024-08-28 22:18:32,2024-08-28 22:18:32,0.002s,PASSED
dataFileEmulator = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 127.0.0.0,,,2024-08-28 22:18:32,2024-08-28 22:18:32,0.002s,PASSED
"nameSheet = ""PayNowCC""",Chrome 127.0.0.0,,,2024-08-28 22:18:32,2024-08-28 22:18:32,0.001s,PASSED
"dataFile = ""IWPTestData/PayNowCreditCard""",Chrome 127.0.0.0,,,2024-08-28 22:18:32,2024-08-28 22:18:32,0.001s,PASSED
"dataFileEmulator = ""IWPTestData/EmulatorData""",Chrome 127.0.0.0,,,2024-08-28 22:18:32,2024-08-28 22:18:32,0.001s,PASSED
numOfRows = findTestData(dataFile).getRowNumbers(),Chrome 127.0.0.0,,,2024-08-28 22:18:32,2024-08-28 22:18:33,0.923s,PASSED
"println(""Number of Records: "" + numOfRows)",Chrome 127.0.0.0,,,2024-08-28 22:18:33,2024-08-28 22:18:33,0.012s,PASSED
"for ([row = 1, row <= numOfRows, (row++)])",Chrome 127.0.0.0,,,2024-08-28 22:18:33,2024-08-28 22:22:30,3m - 57.123s,PASSED
,,,,,,,
Test Cases/IntegratedWeb/IWP30/Payments/PayNowSuccessfulPaymentSCFCC,Chrome 127.0.0.0,Works in QA and QA2,,2024-08-28 22:22:30,2024-08-28 22:31:13,8m - 42.519s,FAILED
"resText = ""Fail""",Chrome 127.0.0.0,,,2024-08-28 22:22:31,2024-08-28 22:22:31,0.000s,PASSED
"resColumn = ""Result""",Chrome 127.0.0.0,,,2024-08-28 22:22:31,2024-08-28 22:22:31,0.001s,PASSED
"datCloumn = ""Date""",Chrome 127.0.0.0,,,2024-08-28 22:22:31,2024-08-28 22:22:31,0.000s,PASSED
"fileLoc = ""KatalonData/IWPTestData/VRelay30PayNowCC.xlsx""",Chrome 127.0.0.0,,,2024-08-28 22:22:31,2024-08-28 22:22:31,0.000s,PASSED
numOfRows = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 127.0.0.0,,,2024-08-28 22:22:31,2024-08-28 22:22:31,0.000s,PASSED
